name,frequency,bench_type,num_cores,score
Intel Xeon E3-1275 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1163
Intel Xeon E3-1231 v3,"
3.4 GHz ",single_core,"
3.4 GHz ",1162
Intel Xeon E3-1241 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1162
Intel Core i7-7820HQ,"
2.9 GHz ",single_core,"
2.9 GHz ",1161
Intel Xeon E3-1505M v5,"
2.8 GHz ",single_core,"
2.8 GHz ",1161
Intel Core i5-6600T,"
2.7 GHz ",single_core,"
2.7 GHz ",1159
Intel Core i7-4980HQ,"
2.8 GHz ",single_core,"
2.8 GHz ",1156
AMD Ryzen Threadripper 1900X,"
3.8 GHz ",single_core,"
3.8 GHz ",1154
Intel Core i5-4690,"
3.5 GHz ",single_core,"
3.5 GHz ",1152
Intel Core i7-4770,"
3.4 GHz ",single_core,"
3.4 GHz ",1151
Intel Core i7-7660U,"
2.5 GHz ",single_core,"
2.5 GHz ",1151
Intel Core i5-8500T,"
2.1 GHz ",single_core,"
2.1 GHz ",1150
Intel Core i5-1030NG7,"
1.1 GHz ",single_core,"
1.1 GHz ",1150
Intel Core i5-6500,"
3.2 GHz ",single_core,"
3.2 GHz ",1149
Intel Xeon E5-1650 v4,"
3.6 GHz ",single_core,"
3.6 GHz ",1149
Intel Core i7-7700T,"
2.9 GHz ",single_core,"
2.9 GHz ",1146
AMD Ryzen Threadripper 1920X,"
3.5 GHz ",single_core,"
3.5 GHz ",1146
Intel Core i5-7400,"
3.0 GHz ",single_core,"
3.0 GHz ",1145
Intel Core i3-4360,"
3.7 GHz ",single_core,"
3.7 GHz ",1145
Intel Xeon E3-1275L v3,"
2.7 GHz ",single_core,"
2.7 GHz ",1144
Intel Core i5-4670,"
3.4 GHz ",single_core,"
3.4 GHz ",1142
AMD Ryzen 7 1800X,"
3.6 GHz ",single_core,"
3.6 GHz ",1141
Intel Xeon E3-1226 v3,"
3.3 GHz ",single_core,"
3.3 GHz ",1140
Intel Core i5-7360U,"
2.3 GHz ",single_core,"
2.3 GHz ",1140
Intel Core i3-8109U,"
3.0 GHz ",single_core,"
3.0 GHz ",1138
Intel Core i7-7560U,"
2.4 GHz ",single_core,"
2.4 GHz ",1137
Intel Xeon E3-1240 v3,"
3.4 GHz ",single_core,"
3.4 GHz ",1135
AMD Ryzen 5 2600,"
3.4 GHz ",single_core,"
3.4 GHz ",1133
Intel Xeon E3-1280 v3,"
3.6 GHz ",single_core,"
3.6 GHz ",1131
Intel Xeon E5-2637 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1131
Intel Xeon E5-1660 v4,"
3.2 GHz ",single_core,"
3.2 GHz ",1131
Intel Core i7-5820K,"
3.3 GHz ",single_core,"
3.3 GHz ",1129
Intel Core i7-7700HQ,"
2.8 GHz ",single_core,"
2.8 GHz ",1128
Intel Xeon E5-2667 v4,"
3.2 GHz ",single_core,"
3.2 GHz ",1127
Intel Core i7-6770HQ,"
2.6 GHz ",single_core,"
2.6 GHz ",1122
Intel Core i3-6098P,"
3.6 GHz ",single_core,"
3.6 GHz ",1122
Intel Core i7-5930K,"
3.5 GHz ",single_core,"
3.5 GHz ",1120
Intel Core i3-10110U,"
2.1 GHz ",single_core,"
2.1 GHz ",1120
AMD Ryzen 5 3400G,"
3.7 GHz ",single_core,"
3.7 GHz ",1119
Intel Core i5-4670S,"
3.1 GHz ",single_core,"
3.1 GHz ",1119
Intel Core i7-4790T,"
2.7 GHz ",single_core,"
2.7 GHz ",1119
AMD Ryzen 5 1600X,"
3.6 GHz ",single_core,"
3.6 GHz ",1118
Intel Core i7-4770S,"
3.1 GHz ",single_core,"
3.1 GHz ",1116
Intel Core i7-6920HQ,"
2.9 GHz ",single_core,"
2.9 GHz ",1115
Intel Core i5-4690S,"
3.2 GHz ",single_core,"
3.2 GHz ",1114
Intel Xeon E3-1230 v3,"
3.3 GHz ",single_core,"
3.3 GHz ",1109
Intel Core i3-1000NG4,"
1.1 GHz ",single_core,"
1.1 GHz ",1108
Intel Core i3-6300T,"
3.3 GHz ",single_core,"
3.3 GHz ",1106
Intel Core i7-4930MX,"
3.0 GHz ",single_core,"
3.0 GHz ",1105
Intel Xeon E5-2696 v3,"
2.3 GHz ",single_core,"
2.3 GHz ",1103
Intel Core i5-7500T,"
2.7 GHz ",single_core,"
2.7 GHz ",1103
Intel Core i5-10210U,"
1.6 GHz ",single_core,"
1.6 GHz ",1101
Intel Core i5-4590,"
3.3 GHz ",single_core,"
3.3 GHz ",1100
Intel Core i3-7100T,"
3.4 GHz ",single_core,"
3.4 GHz ",1100
Intel Core i5-7260U,"
2.2 GHz ",single_core,"
2.2 GHz ",1096
Intel Xeon E3-1265L v3,"
2.5 GHz ",single_core,"
2.5 GHz ",1095
Intel Core i7-4960HQ,"
2.6 GHz ",single_core,"
2.6 GHz ",1095
AMD Ryzen 7 2700,"
3.2 GHz ",single_core,"
3.2 GHz ",1093
AMD Ryzen 7 PRO 1700X,"
3.4 GHz ",single_core,"
3.4 GHz ",1091
Intel Core i5-6400,"
2.7 GHz ",single_core,"
2.7 GHz ",1090
Intel Core i3-8121U,"
2.2 GHz ",single_core,"
2.2 GHz ",1088
Intel Core i5-5575R,"
2.8 GHz ",single_core,"
2.8 GHz ",1088
Intel Core i7-4770T,"
2.5 GHz ",single_core,"
2.5 GHz ",1088
AMD Ryzen 5 1500X,"
3.5 GHz ",single_core,"
3.5 GHz ",1086
Intel Xeon E5-1630 v3,"
3.7 GHz ",single_core,"
3.7 GHz ",1083
Intel Xeon E3-1220 v6,"
3.0 GHz ",single_core,"
3.0 GHz ",1083
Intel Core i5-8400T,"
1.7 GHz ",single_core,"
1.7 GHz ",1080
Intel Core i5-6402P,"
2.8 GHz ",single_core,"
2.8 GHz ",1080
Intel Xeon E3-1225 v3,"
3.2 GHz ",single_core,"
3.2 GHz ",1076
Intel Core i7-5700HQ,"
2.7 GHz ",single_core,"
2.7 GHz ",1076
Intel Core i5-4590S,"
3.0 GHz ",single_core,"
3.0 GHz ",1075
Intel Core i7-6820HK,"
2.7 GHz ",single_core,"
2.7 GHz ",1072
AMD Ryzen 3 PRO 1300,"
3.5 GHz ",single_core,"
3.5 GHz ",1072
Intel Xeon E3-1220 v3,"
3.1 GHz ",single_core,"
3.1 GHz ",1071
AMD Ryzen 3 1300X,"
3.5 GHz ",single_core,"
3.5 GHz ",1070
Intel Xeon Gold 6148,"
2.4 GHz ",single_core,"
2.4 GHz ",1068
Intel Xeon E5-2697 v3,"
2.6 GHz ",single_core,"
2.6 GHz ",1067
AMD EPYC 7302P,"
3.0 GHz ",single_core,"
3.0 GHz ",1067
Intel Core i7-6820HQ,"
2.7 GHz ",single_core,"
2.7 GHz ",1066
Intel Core i7-6700HQ,"
2.6 GHz ",single_core,"
2.6 GHz ",1065
AMD Ryzen 7 1700X,"
3.4 GHz ",single_core,"
3.4 GHz ",1065
Intel Core i5-5287U,"
2.9 GHz ",single_core,"
2.9 GHz ",1057
Intel Core i3-4170,"
3.7 GHz ",single_core,"
3.7 GHz ",1056
Intel Core i3-8100T,"
3.1 GHz ",single_core,"
3.1 GHz ",1055
Intel Core i7-5557U,"
3.1 GHz ",single_core,"
3.1 GHz ",1054
Intel Core i5-4570,"
3.2 GHz ",single_core,"
3.2 GHz ",1053
Intel Xeon E5-1620 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1053
Intel Core i5-7300HQ,"
2.5 GHz ",single_core,"
2.5 GHz ",1053
Intel Core i3-4330,"
3.5 GHz ",single_core,"
3.5 GHz ",1051
Intel Xeon W-2191B,"
2.3 GHz ",single_core,"
2.3 GHz ",1051
Intel Xeon E5-2697 v4,"
2.3 GHz ",single_core,"
2.3 GHz ",1050
AMD Ryzen 5 1600,"
3.2 GHz ",single_core,"
3.2 GHz ",1050
Intel Core i7-4910MQ,"
2.9 GHz ",single_core,"
2.9 GHz ",1047
AMD Ryzen 5 2400G,"
3.6 GHz ",single_core,"
3.6 GHz ",1047
Intel Core i7-4870HQ,"
2.5 GHz ",single_core,"
2.5 GHz ",1046
Intel Core i7-4810MQ,"
2.8 GHz ",single_core,"
2.8 GHz ",1038
Intel Core i5-4570S,"
2.9 GHz ",single_core,"
2.9 GHz ",1036
Intel Xeon E5-2690 v3,"
2.6 GHz ",single_core,"
2.6 GHz ",1034
Intel Core i5-6440HQ,"
2.6 GHz ",single_core,"
2.6 GHz ",1032
Intel Xeon E5-2690 v4,"
2.6 GHz ",single_core,"
2.6 GHz ",1032
Intel Core i5-4460,"
3.2 GHz ",single_core,"
3.2 GHz ",1030
Intel Core i5-4570T,"
2.9 GHz ",single_core,"
2.9 GHz ",1027
Intel Core i7-4610M,"
3.0 GHz ",single_core,"
3.0 GHz ",1024
AMD Ryzen 3 3200G,"
3.6 GHz ",single_core,"
3.6 GHz ",1022
Intel Core i5-4308U,"
2.8 GHz ",single_core,"
2.8 GHz ",1021
Intel Core i3-6100T,"
3.2 GHz ",single_core,"
3.2 GHz ",1021
AMD Ryzen 7 PRO 1700,"
3.0 GHz ",single_core,"
3.0 GHz ",1021
Intel Core i3-4150,"
3.5 GHz ",single_core,"
3.5 GHz ",1016
Intel Xeon E5-2640 v3,"
2.6 GHz ",single_core,"
2.6 GHz ",1014
Intel Core i5-6500T,"
2.5 GHz ",single_core,"
2.5 GHz ",1011
Intel Xeon E5-1620 v4,"
3.5 GHz ",single_core,"
3.5 GHz ",1010
Intel Core i5-4440,"
3.1 GHz ",single_core,"
3.1 GHz ",1008
Intel Core i4-4690T,"
2.5 GHz ",single_core,"
2.5 GHz ",1008
Intel Core i5-4670T,"
2.3 GHz ",single_core,"
2.3 GHz ",1007
Intel Core i5-7400T,"
2.4 GHz ",single_core,"
2.4 GHz ",1003
Intel Core i5-6267U,"
2.9 GHz ",single_core,"
2.9 GHz ",1002
Intel Core i5-4310M,"
2.7 GHz ",single_core,"
2.7 GHz ",1001
Intel Xeon E5-2640 v4,"
2.4 GHz ",single_core,"
2.4 GHz ",999
Intel Xeon E5-2680 v4,"
2.4 GHz ",single_core,"
2.4 GHz ",999
Intel Xeon E5-1607 v4,"
3.1 GHz ",single_core,"
3.1 GHz ",999
Intel Core i7-4600M,"
2.9 GHz ",single_core,"
2.9 GHz ",998
Intel Core i7-4710MQ,"
2.5 GHz ",single_core,"
2.5 GHz ",996
Intel Core i3-4160,"
3.6 GHz ",single_core,"
3.6 GHz ",994
Intel Core i7-6650U,"
2.2 GHz ",single_core,"
2.2 GHz ",994
Intel Core i7-4850HQ,"
2.3 GHz ",single_core,"
2.3 GHz ",993
Intel Xeon E5-2696 v4,"
2.2 GHz ",single_core,"
2.2 GHz ",991
Intel Xeon E5-2698 v3,"
2.3 GHz ",single_core,"
2.3 GHz ",991
Intel Xeon E5-2687W v3,"
3.1 GHz ",single_core,"
3.1 GHz ",990
AMD Ryzen 7 3750H,"
2.3 GHz ",single_core,"
2.3 GHz ",988
Intel Core i7-4900MQ,"
2.8 GHz ",single_core,"
2.8 GHz ",988
AMD Ryzen 3 2200G,"
3.5 GHz ",single_core,"
3.5 GHz ",987
Intel Xeon E5-2697A v4,"
2.6 GHz ",single_core,"
2.6 GHz ",987
AMD Ryzen 7 1700,"
3.0 GHz ",single_core,"
3.0 GHz ",986
Intel Core i3-8130U,"
2.2 GHz ",single_core,"
2.2 GHz ",981
Intel Core i7-4700HQ,"
2.4 GHz ",single_core,"
2.4 GHz ",977
Intel Core i7-4750HQ,"
2.0 GHz ",single_core,"
2.0 GHz ",976
Intel Core i7-4720HQ,"
2.6 GHz ",single_core,"
2.6 GHz ",974
Intel Core i7-4800MQ,"
2.7 GHz ",single_core,"
2.7 GHz ",973
Intel Core i5-4460S,"
2.9 GHz ",single_core,"
2.9 GHz ",971
Intel Core i7-4700MQ,"
2.4 GHz ",single_core,"
2.4 GHz ",969
Intel Core i5-6300HQ,"
2.3 GHz ",single_core,"
2.3 GHz ",969
Intel Core i5-4430,"
3.0 GHz ",single_core,"
3.0 GHz ",966
Intel Core i3-4170T,"
3.2 GHz ",single_core,"
3.2 GHz ",966
Intel Xeon E5-2678 v3,"
2.5 GHz ",single_core,"
2.5 GHz ",965
Intel Xeon E5-2660 v3,"
2.6 GHz ",single_core,"
2.6 GHz ",965
Intel Core i7-4770HQ,"
2.2 GHz ",single_core,"
2.2 GHz ",964
AMD Ryzen 3 1200,"
3.1 GHz ",single_core,"
3.1 GHz ",963
Intel Xeon E5-2699 v4,"
2.2 GHz ",single_core,"
2.2 GHz ",963
Intel Xeon E5-2680 v3,"
2.5 GHz ",single_core,"
2.5 GHz ",956
Intel Xeon W-3265M,"
2.7 GHz ",single_core,"
2.7 GHz ",954
Intel Core i7-4712MQ,"
2.3 GHz ",single_core,"
2.3 GHz ",952
Intel Core i7-4710HQ,"
2.5 GHz ",single_core,"
2.5 GHz ",947
Intel Core i5-4210H,"
2.9 GHz ",single_core,"
2.9 GHz ",946
Intel Core i3-4130,"
3.4 GHz ",single_core,"
3.4 GHz ",945
AMD Ryzen 5 1400,"
3.2 GHz ",single_core,"
3.2 GHz ",945
Intel Core i5-8210Y,"
1.6 GHz ",single_core,"
1.6 GHz ",943
AMD Ryzen 5 3550H,"
2.1 GHz ",single_core,"
2.1 GHz ",943
AMD Athlon 3000G,"
3.5 GHz ",single_core,"
3.5 GHz ",943
Intel Core i7-5650U,"
2.2 GHz ",single_core,"
2.2 GHz ",941
Intel Core i5-4430S,"
2.7 GHz ",single_core,"
2.7 GHz ",941
AMD Ryzen 5 PRO 3500U,"
2.1 GHz ",single_core,"
2.1 GHz ",938
Intel Core i5-6260U,"
1.8 GHz ",single_core,"
1.8 GHz ",933
Intel Xeon E5-2660 v4,"
2.0 GHz ",single_core,"
2.0 GHz ",930
Intel Xeon E5-2630 v4,"
2.2 GHz ",single_core,"
2.2 GHz ",927
AMD Ryzen 5 PRO 2500U,"
2.0 GHz ",single_core,"
2.0 GHz ",925
Intel Core i5-6400T,"
2.2 GHz ",single_core,"
2.2 GHz ",923
AMD Ryzen 5 3580U Microsoft Surface Edition,"
2.1 GHz ",single_core,"
2.1 GHz ",923
Intel Core i5-6360U,"
2.0 GHz ",single_core,"
2.0 GHz ",923
Intel Core i5-5257U,"
2.7 GHz ",single_core,"
2.7 GHz ",922
Intel Core i7-4785T,"
2.2 GHz ",single_core,"
2.2 GHz ",920
Intel Core i5-5350U,"
1.8 GHz ",single_core,"
1.8 GHz ",917
Intel Core i3-4160T,"
3.1 GHz ",single_core,"
3.1 GHz ",916
Intel Core i5-4300M,"
2.6 GHz ",single_core,"
2.6 GHz ",912
Intel Core i7-4702MQ,"
2.2 GHz ",single_core,"
2.2 GHz ",908
Intel Core i7-5600U,"
2.6 GHz ",single_core,"
2.6 GHz ",904
Intel Xeon Silver 4108,"
1.8 GHz ",single_core,"
1.8 GHz ",903
Intel Core i7-6560U,"
2.2 GHz ",single_core,"
2.2 GHz ",900
Intel Xeon E5-2630 v3,"
2.4 GHz ",single_core,"
2.4 GHz ",900
Intel Xeon E5-2670 v3,"
2.3 GHz ",single_core,"
2.3 GHz ",900
Intel Core i7-4765T,"
2.0 GHz ",single_core,"
2.0 GHz ",899
Intel Xeon E5-2667 v3,"
3.2 GHz ",single_core,"
3.2 GHz ",897
Intel Core i7-4702HQ,"
2.2 GHz ",single_core,"
2.2 GHz ",896
Intel Xeon E5-2620 v3,"
2.4 GHz ",single_core,"
2.4 GHz ",895
Intel Xeon Silver 4214,"
2.2 GHz ",single_core,"
2.2 GHz ",893
Intel Core i3-4130T,"
2.9 GHz ",single_core,"
2.9 GHz ",892
Intel Core i5-4210M,"
2.6 GHz ",single_core,"
2.6 GHz ",885
Intel Core i5-4590T,"
2.0 GHz ",single_core,"
2.0 GHz ",884
AMD EPYC 7551P,"
2.0 GHz ",single_core,"
2.0 GHz ",884
AMD Ryzen 7 3700U,"
2.3 GHz ",single_core,"
2.3 GHz ",882
Intel Xeon E5-2650 v3,"
2.3 GHz ",single_core,"
2.3 GHz ",881
Intel Xeon Silver 4110,"
2.1 GHz ",single_core,"
2.1 GHz ",874
AMD Ryzen 7 PRO 3700U,"
2.3 GHz ",single_core,"
2.3 GHz ",869
Intel Core i7-5500U,"
2.4 GHz ",single_core,"
2.4 GHz ",868
Intel Xeon E5-2683 v4,"
2.1 GHz ",single_core,"
2.1 GHz ",860
AMD Athlon 200GE,"
3.2 GHz ",single_core,"
3.2 GHz ",859
AMD Ryzen 5 3500U,"
2.1 GHz ",single_core,"
2.1 GHz ",857
Intel Core i7-4510U,"
2.0 GHz ",single_core,"
2.0 GHz ",855
Intel Core i5-4200H,"
2.8 GHz ",single_core,"
2.8 GHz ",855
Intel Core i3-4150T,"
3.0 GHz ",single_core,"
3.0 GHz ",855
Intel Core i5-4278U,"
2.6 GHz ",single_core,"
2.6 GHz ",853
Intel Core i5-4200M,"
2.5 GHz ",single_core,"
2.5 GHz ",848
Intel Xeon E5-2630L v3,"
1.8 GHz ",single_core,"
1.8 GHz ",848
Intel Xeon E5-2683 v3,"
2.0 GHz ",single_core,"
2.0 GHz ",840
Intel Core i5-4288U,"
2.6 GHz ",single_core,"
2.6 GHz ",839
Intel Xeon D-1541,"
2.1 GHz ",single_core,"
2.1 GHz ",837
Intel Core i7-4600U,"
2.1 GHz ",single_core,"
2.1 GHz ",829
Intel Core i3-7130U,"
2.7 GHz ",single_core,"
2.7 GHz ",828
Intel Core i5-4570R,"
2.7 GHz ",single_core,"
2.7 GHz ",823
Intel Xeon Silver 4114,"
2.2 GHz ",single_core,"
2.2 GHz ",823
AMD Ryzen 5 2500U,"
2.0 GHz ",single_core,"
2.0 GHz ",815
Intel Core i5-5300U,"
2.3 GHz ",single_core,"
2.3 GHz ",811
Intel Core i7-4650U,"
1.7 GHz ",single_core,"
1.7 GHz ",810
AMD Ryzen 7 2700U,"
2.2 GHz ",single_core,"
2.2 GHz ",807
AMD Ryzen 7 3780U Microsoft Surface Edition,"
2.3 GHz ",single_core,"
2.3 GHz ",802
AMD Ryzen 7 PRO 2700U,"
2.2 GHz ",single_core,"
2.2 GHz ",802
Intel Core i5-5250U,"
1.6 GHz ",single_core,"
1.6 GHz ",801
Intel Core i7-4712HQ,"
2.3 GHz ",single_core,"
2.3 GHz ",798
Intel Xeon E5-2620 v4,"
2.1 GHz ",single_core,"
2.1 GHz ",794
AMD Ryzen 3 3200U,"
2.6 GHz ",single_core,"
2.6 GHz ",788
Intel Core i3-4100M,"
2.5 GHz ",single_core,"
2.5 GHz ",783
Intel Xeon E5-2623 v4,"
2.6 GHz ",single_core,"
2.6 GHz ",782
Intel Core i5-4300U,"
1.9 GHz ",single_core,"
1.9 GHz ",781
Intel Core i5-4258U,"
2.4 GHz ",single_core,"
2.4 GHz ",781
Intel Core i5-4310U,"
2.0 GHz ",single_core,"
2.0 GHz ",775
Intel Core i3-6157U,"
2.4 GHz ",single_core,"
2.4 GHz ",773
Intel Core i5-5200U,"
2.2 GHz ",single_core,"
2.2 GHz ",770
AMD Ryzen 3 2300U,"
2.0 GHz ",single_core,"
2.0 GHz ",767
AMD Ryzen 3 2200U,"
2.5 GHz ",single_core,"
2.5 GHz ",763
Intel Core i5-4250U,"
1.3 GHz ",single_core,"
1.3 GHz ",762
Intel Core i3-7100U,"
2.4 GHz ",single_core,"
2.4 GHz ",762
Intel Core i5-4460T,"
1.9 GHz ",single_core,"
1.9 GHz ",758
Intel Core i7-4500U,"
1.8 GHz ",single_core,"
1.8 GHz ",750
Intel Pentium Gold G5400,"
3.7 GHz ",single_core,"
3.7 GHz ",750
Intel Core i5-4260U,"
1.4 GHz ",single_core,"
1.4 GHz ",739
Intel Core i7-4578U,"
3.0 GHz ",single_core,"
3.0 GHz ",736
Intel Core i3-6100U,"
2.3 GHz ",single_core,"
2.3 GHz ",736
AMD Ryzen 3 3250U,"
2.6 GHz ",single_core,"
2.6 GHz ",730
Intel Pentium G4600,"
3.6 GHz ",single_core,"
3.6 GHz ",727
Intel Core i5-4210U,"
1.7 GHz ",single_core,"
1.7 GHz ",722
Intel Core i3-7020U,"
2.3 GHz ",single_core,"
2.3 GHz ",716
Intel Xeon E5-2673 v3,"
2.4 GHz ",single_core,"
2.4 GHz ",712
Intel Core i5-7267U,"
3.1 GHz ",single_core,"
3.1 GHz ",705
Intel Core i7-3770K,"
3.5 GHz ",single_core,"
3.5 GHz ",698
Intel Pentium G4560,"
3.5 GHz ",single_core,"
3.5 GHz ",697
Intel Xeon E5-2650L v4,"
1.7 GHz ",single_core,"
1.7 GHz ",696
Intel Core i5-4200U,"
1.6 GHz ",single_core,"
1.6 GHz ",694
Intel Pentium G4400,"
3.3 GHz ",single_core,"
3.3 GHz ",692
Intel Xeon E3-1280 V2,"
3.6 GHz ",single_core,"
3.6 GHz ",692
Intel Core i3-4000M,"
2.4 GHz ",single_core,"
2.4 GHz ",687
Intel Core i5-3570K,"
3.4 GHz ",single_core,"
3.4 GHz ",685
Intel Xeon E3-1270 V2,"
3.5 GHz ",single_core,"
3.5 GHz ",681
Intel Core i3-5015U,"
2.1 GHz ",single_core,"
2.1 GHz ",680
Intel Xeon E3-1245 V2,"
3.4 GHz ",single_core,"
3.4 GHz ",673
Intel Core i7-3770S,"
3.1 GHz ",single_core,"
3.1 GHz ",672
Intel Core i3-5020U,"
2.2 GHz ",single_core,"
2.2 GHz ",672
AMD A12-9800,"
3.8 GHz ",single_core,"
3.8 GHz ",671
Intel Core i7-3770,"
3.4 GHz ",single_core,"
3.4 GHz ",669
Intel Core i7-3960X,"
3.3 GHz ",single_core,"
3.3 GHz ",668
Intel Xeon E3-1240 v2,"
3.4 GHz ",single_core,"
3.4 GHz ",666
Intel Core i7-2700K,"
3.5 GHz ",single_core,"
3.5 GHz ",665
Intel Core i7-2600K,"
3.4 GHz ",single_core,"
3.4 GHz ",662
Intel Core i3-5010U,"
2.1 GHz ",single_core,"
2.1 GHz ",661
Intel Core i5-3570S,"
3.1 GHz ",single_core,"
3.1 GHz ",659
Intel Core i7-4930K,"
3.4 GHz ",single_core,"
3.4 GHz ",657
Intel Core i5-3570,"
3.4 GHz ",single_core,"
3.4 GHz ",654
Intel Xeon E5-1650 v2,"
3.5 GHz ",single_core,"
3.5 GHz ",654
Intel Core i7-4960X,"
3.6 GHz ",single_core,"
3.6 GHz ",650
Intel Core i5-L16G7,"
1.4 GHz ",single_core,"
1.4 GHz ",648
Intel Xeon E5-1660 v2,"
3.7 GHz ",single_core,"
3.7 GHz ",646
Intel Xeon E3-1275 v2,"
3.5 GHz ",single_core,"
3.5 GHz ",644
Intel Core i5-3550,"
3.3 GHz ",single_core,"
3.3 GHz ",643
Intel Xeon E5-1620 v2,"
3.7 GHz ",single_core,"
3.7 GHz ",641
Intel Xeon E5-1660,"
3.3 GHz ",single_core,"
3.3 GHz ",641
Intel Core i3-6006U,"
2.0 GHz ",single_core,"
2.0 GHz ",638
Intel Core i5-2500K,"
3.3 GHz ",single_core,"
3.3 GHz ",637
Intel Core i7-4820K,"
3.7 GHz ",single_core,"
3.7 GHz ",637
Intel Core i7-3840QM,"
2.8 GHz ",single_core,"
2.8 GHz ",635
Intel Xeon E5-1680 v2,"
3.0 GHz ",single_core,"
3.0 GHz ",634
Intel Xeon E5-2667 v2,"
3.3 GHz ",single_core,"
3.3 GHz ",633
AMD A6-9500,"
3.5 GHz ",single_core,"
3.5 GHz ",624
Intel Core i5-3380M,"
2.9 GHz ",single_core,"
2.9 GHz ",622
AMD FX-9830P,"
3.0 GHz ",single_core,"
3.0 GHz ",621
Intel Core i5-3470,"
3.2 GHz ",single_core,"
3.2 GHz ",620
Intel Celeron G4900,"
3.1 GHz ",single_core,"
3.1 GHz ",620
Intel Pentium G3258,"
3.2 GHz ",single_core,"
3.2 GHz ",617
Intel Pentium G4400T,"
2.9 GHz ",single_core,"
2.9 GHz ",615
Intel Xeon E3-1270,"
3.4 GHz ",single_core,"
3.4 GHz ",614
Intel Core i7-3820,"
3.6 GHz ",single_core,"
3.6 GHz ",613
Intel Core i5-3450,"
3.1 GHz ",single_core,"
3.1 GHz ",613
AMD A10-9700,"
3.5 GHz ",single_core,"
3.5 GHz ",613
Intel Celeron G3930,"
2.9 GHz ",single_core,"
2.9 GHz ",611
Intel Core i5-3470S,"
2.9 GHz ",single_core,"
2.9 GHz ",610
Intel Core i7-3970X,"
3.5 GHz ",single_core,"
3.5 GHz ",610
Intel Core i7-2600,"
3.4 GHz ",single_core,"
3.4 GHz ",609
Intel Core i7-3820QM,"
2.7 GHz ",single_core,"
2.7 GHz ",607
Intel Core i5-2500S,"
2.7 GHz ",single_core,"
2.7 GHz ",605
Intel Xeon E3-1230V2,"
3.3 GHz ",single_core,"
3.3 GHz ",605
Intel Core i7-3930K,"
3.2 GHz ",single_core,"
3.2 GHz ",604
Intel Xeon E5-1650,"
3.2 GHz ",single_core,"
3.2 GHz ",603
Intel Xeon E5-2687W,"
3.1 GHz ",single_core,"
3.1 GHz ",603
Intel Xeon E3-1225 V2,"
3.2 GHz ",single_core,"
3.2 GHz ",602
Intel Core i5-2550K,"
3.4 GHz ",single_core,"
3.4 GHz ",599
Intel Core i7-2600S,"
2.8 GHz ",single_core,"
2.8 GHz ",599
Intel Xeon E5-1620,"
3.6 GHz ",single_core,"
3.6 GHz ",597
Intel Core i3-5005U,"
2.0 GHz ",single_core,"
2.0 GHz ",596
Intel Xeon E3-1220 v2,"
3.1 GHz ",single_core,"
3.1 GHz ",592
Intel Xeon E3-1240,"
3.3 GHz ",single_core,"
3.3 GHz ",592
Intel Core i7-3740QM,"
2.7 GHz ",single_core,"
2.7 GHz ",589
Intel Core i5-3450S,"
2.8 GHz ",single_core,"
2.8 GHz ",589
Intel Core i7-3720QM,"
2.6 GHz ",single_core,"
2.6 GHz ",588
Intel Core i5-3475S,"
2.9 GHz ",single_core,"
2.9 GHz ",588
Intel Pentium G3260,"
3.3 GHz ",single_core,"
3.3 GHz ",587
Intel Celeron G3900,"
2.8 GHz ",single_core,"
2.8 GHz ",586
Intel Core i5-2500,"
3.3 GHz ",single_core,"
3.3 GHz ",585
Intel Xeon E3-1230,"
3.2 GHz ",single_core,"
3.2 GHz ",584
Intel Core i5-3340S,"
2.8 GHz ",single_core,"
2.8 GHz ",583
AMD A8-9600,"
3.1 GHz ",single_core,"
3.1 GHz ",580
Intel Core i5-3470T,"
2.9 GHz ",single_core,"
2.9 GHz ",579
Intel Xeon E5-2643,"
3.3 GHz ",single_core,"
3.3 GHz ",577
Intel Core M-5Y10c,"
800 MHz ",single_core,"
800 MHz ",576
Intel Xeon E3-1265L v2,"
2.5 GHz ",single_core,"
2.5 GHz ",575
Intel Pentium G3250,"
3.2 GHz ",single_core,"
3.2 GHz ",570
Intel Xeon E3-1225,"
3.1 GHz ",single_core,"
3.1 GHz ",568
Intel Xeon E3-1220,"
3.1 GHz ",single_core,"
3.1 GHz ",567
Intel Xeon W3690,"
3.5 GHz ",single_core,"
3.5 GHz ",566
Intel Core i5-4202Y,"
1.6 GHz ",single_core,"
1.6 GHz ",564
Intel Core i7-990X,"
3.5 GHz ",single_core,"
3.5 GHz ",563
Intel Xeon W3680,"
3.3 GHz ",single_core,"
3.3 GHz ",563
Intel Core i5-3350P,"
3.1 GHz ",single_core,"
3.1 GHz ",562
Intel Core i5-3340,"
3.1 GHz ",single_core,"
3.1 GHz ",562
Intel Core i3-4030U,"
1.9 GHz ",single_core,"
1.9 GHz ",562
Intel Xeon E5-2690 v2,"
3.0 GHz ",single_core,"
3.0 GHz ",561
Intel Core i5-2400,"
3.1 GHz ",single_core,"
3.1 GHz ",558
Intel Core i7-2860QM,"
2.5 GHz ",single_core,"
2.5 GHz ",557
Intel Core i7-3520M,"
2.9 GHz ",single_core,"
2.9 GHz ",556
